,0
0,0.8820230325745736
1,0.881795641338871
2,0.8815883701360165
3,0.8814073697466843
4,0.8812340087484352
5,0.8810726077094578
6,0.8809233524961735
7,0.8807881972497624
8,0.8806556524468558
9,0.8805264963288943
10,0.8804047200496176
11,0.8802900216070028
12,0.880184006409003
13,0.880075646272776
14,0.879979819395457
15,0.8798820079612404
16,0.8797889888659964
17,0.8796975991306348
18,0.8796047571856779
19,0.8795119734891053
20,0.8794203657705654
21,0.879324436706871
22,0.8792360856862309
23,0.8791430119609747
24,0.8790480492732877
25,0.8789496340621848
26,0.8788536848892309
27,0.8787584109585508
28,0.8786663492057976
29,0.8785699584008011
30,0.878471587260699
31,0.8783796407733506
32,0.8782864124404542
33,0.878185800254516
34,0.8780868646545933
35,0.8779924095401843
36,0.877895902211984
37,0.8777966465793713
38,0.8776931323057492
39,0.8775845264103198
40,0.8774799860092428
41,0.8773702613204845
42,0.8772597150373596
43,0.8771515692918804
44,0.8770346895409137
45,0.8769180445611072
46,0.8767941236466203
47,0.8766793439566435
48,0.8765589601737692
49,0.8764357356150666
50,0.8763047947486069
51,0.8761818082591059
52,0.8760515157432798
53,0.8759256382974584
54,0.8757950156987298
55,0.8756597272423405
56,0.8755236422657221
57,0.8753865579745896
58,0.8752470214369488
59,0.875096094931164
60,0.8749566525842409
61,0.8748073351280912
62,0.8746617075141604
63,0.8745069895898386
64,0.8743612400523694
65,0.8742010560532543
66,0.8740427877092865
67,0.8738804140254608
68,0.8737133821664161
69,0.8735485264794375
70,0.8733789101065762
71,0.8732091412971035
72,0.8730374521564334
73,0.8728608148410515
74,0.8726857359237182
75,0.8725073822563867
76,0.8723195251675021
77,0.8721401507423667
78,0.8719539512243201
79,0.8717628485204332
80,0.8715740834188321
81,0.8713803037253903
82,0.8711870897204634
83,0.8709895760780567
84,0.8707837710573489
85,0.8705857322705467
86,0.8703826051024698
87,0.8705017297349037
88,0.8703567688136031
89,0.8701735087916798
90,0.8699770747347416
91,0.8697804285654479
92,0.8695791123853351
93,0.8693825883673548
94,0.8691874972209747
95,0.8689810931098033
96,0.8687816225911711
97,0.8685746466699102
98,0.8683757499080156
99,0.8681702796471729
100,0.8679639071271864
101,0.8677511518742346
102,0.8675388121346338
103,0.8673342754816248
104,0.8671219775112127
105,0.8669101379734772
106,0.8667020282603211
107,0.8664910116670103
108,0.8662796520232012
109,0.8660618609010787
110,0.8658435609098504
111,0.865630127072004
112,0.8654133943560339
113,0.8651882583203702
114,0.8649622466688796
115,0.8647371937931337
116,0.864505186255462
117,0.8642795915529665
118,0.8640465844486583
119,0.863813713063717
120,0.8635649825155473
121,0.8633313629646611
122,0.8630781802210423
123,0.8628241451103325
124,0.8625846509120603
125,0.8623317389139312
126,0.8620543469420965
127,0.8617990919294612
128,0.8615329449414164
129,0.8612578537832863
130,0.8609842889261857
131,0.8607037582863468
132,0.8604188856282365
133,0.8601236218533409
134,0.8598346222946535
135,0.8595375226775931
136,0.8592296449911981
137,0.8589213207885518
138,0.8585895190387636
139,0.8582681072198303
140,0.8579373862129874
141,0.857594810552552
142,0.8572567097917173
143,0.8569070926632145
144,0.8565341224222685
145,0.8561608086111632
146,0.8557800542737878
147,0.8553909753654407
148,0.8549861868585592
149,0.8545713063027611
150,0.8541370166375543
151,0.8537010112234531
152,0.8532456325069834
153,0.8527561048057201
154,0.8522428109764331
155,0.8517176065054776
156,0.8511646948375232
157,0.8505713721823407
158,0.8499514582337845
159,0.8492815460541225
160,0.8485662608752752
161,0.8477961145643743
162,0.8469576682083262
