,0
0,4.144537212253093
1,4.102495144433174
2,4.055500162127642
3,4.01148303338055
4,3.979547085475805
5,3.958091813319576
6,3.941974667115344
7,3.9291578783514276
8,3.9184103973818405
9,3.9090586892173897
10,3.900767515557826
11,3.8932042695704334
12,3.88635017437356
13,3.8797205097694243
14,3.873441110040484
15,3.8674358278514696
16,3.861675234586204
17,3.8560521577597666
18,3.850518604786
19,3.8451848083181464
20,3.839925003577648
21,3.834740836566297
22,3.8296393145278342
23,3.825262693451792
24,3.820193610496108
25,3.8152368660387297
26,3.8104396444837287
27,3.805828698813365
28,3.8013570743708014
29,3.7970060758006277
30,3.7928492168414976
31,3.7888156308162833
32,3.7849164596239255
33,3.7811856837630957
34,3.7775505648346788
35,3.7750833246209314
36,3.7714835064031944
37,3.768071418188979
38,3.7647783958580328
39,3.7614629445777172
40,3.758276733707609
41,3.754981226576841
42,3.751741869846473
43,3.7483961997486706
44,3.74492466902643
45,3.741277391922512
46,3.7372735170296427
47,3.7339321287382443
48,3.72829493450516
49,3.7216329577444376
50,3.7141031275010605
51,3.706655714189651
52,3.700220721478572
53,3.696379334406666
54,3.6919621594758425
55,3.688245231574364
56,3.685076791622228
57,3.6821769981048282
58,3.6795782297072366
59,3.677021261402511
60,3.674503395966114
61,3.6719646621812227
62,3.6694161807243706
63,3.666817834644276
64,3.6656193648789173
65,3.661536613744952
66,3.653902577406048
67,3.631905494152697
68,3.6173416580900835
69,3.6146014720825708
70,3.612185801564008
71,3.6090878170119223
72,3.6054658254308585
73,3.6019071319333054
74,3.5986052797271544
75,3.5950864841229837
76,3.591611524736423
77,3.5881638440948715
78,3.5848983760083764
79,3.581498975797585
80,3.578402206373305
81,3.5751199110085956
82,3.5723297344248532
83,3.569147491288168
84,3.5660236333474655
85,3.563095574251506
86,3.560159778795639
87,3.541731368741437
88,3.550783998505155
89,3.5507713927834055
90,3.5486164884468985
91,3.5459948416742058
92,3.5431806680924858
93,3.5402686962792207
94,3.5378943712387803
95,3.5352545660069197
96,3.532615819159372
97,3.5301924039683223
98,3.5276611496862222
99,3.5252143559884077
100,3.522718757185713
101,3.520509384058841
102,3.5179818791805535
103,3.515799542093807
104,3.513643266571758
105,3.511332959907007
106,3.509351971288823
107,3.5072093896763135
108,3.5052410690477167
109,3.5031294129156167
110,3.501273226719505
111,3.4990212187406646
112,3.49719486096257
113,3.495126638980369
114,3.493338600627969
115,3.4913217005729025
116,3.4893415652422055
117,3.487460140534107
118,3.485629353272809
119,3.4835093499093093
120,3.481781944478227
121,3.4797210300648063
122,3.4778012226568946
123,3.4759357394761348
124,3.4737324495582826
125,3.4716886399385047
126,3.4696854441858016
127,3.4676441439466164
128,3.46573378631443
129,3.4633700824258407
130,3.461119880453874
131,3.458967661112874
132,3.456458957097713
133,3.4542218089074432
134,3.451973703883803
135,3.449568063474894
136,3.4470207047891583
137,3.4445506991252053
138,3.441680297175319
139,3.4390874714275674
140,3.436413206417347
141,3.4336599123162017
142,3.430622685346286
143,3.4276535051797437
144,3.4245865601845513
145,3.421586074939608
146,3.4183298215967057
147,3.4147081043440726
148,3.4112247010444734
149,3.4073362040040447
150,3.403243839270791
151,3.399160996676525
152,3.394876075041138
153,3.39016316141076
154,3.385184326930776
155,3.3797575459811307
156,3.3737250732416744
157,3.367117245983829
158,3.3602310677450795
159,3.3521499548059674
160,3.3431462836589034
161,3.3332578329203004
162,3.3219358980100937
163,3.3087713159667316
164,3.294293593557885
165,3.277730637896742
166,3.2586329977893542
167,3.237308335476101
168,3.212572805079335
169,3.18433408115478
170,3.151658041422903
171,3.113804541623343
172,3.0698538609350723
173,3.017450660253796
174,2.9533425421711224
175,2.8693894633156507
176,2.759287975842655
177,2.608655197356674
178,2.94040336010241
179,3.0588377334708183
180,3.1125701065271825
181,3.146555406549435
182,3.1714228002417117
183,3.1899444596972852
184,3.20514190975758
185,3.217707958464951
186,3.2281279548349495
187,3.237521942997736
188,3.245367184727873
189,3.2521941613271013
190,3.258324162505832
191,3.2637778985550345
192,3.268717646651048
193,3.2729492166764884
194,3.2769272541224534
195,3.2771564593368185
196,3.2771714746664924
197,3.277174665765012
198,3.2771769764116017
199,3.277179018290346
200,3.2771808457243568
201,3.2771824810341044
202,3.2771839429524197
203,3.2771852483303556
204,4.031875071229364
205,4.0041367080201
206,3.979408672974194
207,3.959003627404332
208,3.9400082822717577
209,3.923664542772755
210,3.909597396898076
211,3.8974655270798544
212,3.8870131314229153
213,3.877884600902102
214,3.8697927416833156
215,3.8625917845189415
216,3.856129265310566
217,3.850236168512015
218,3.844797930088777
219,3.8397486582596656
220,3.8349316384186602
221,3.830405457321749
222,3.8260578207958473
223,3.821896803080196
224,3.8177926854569426
225,3.813753316293658
226,3.809768700693851
227,3.8057504306119045
228,3.8017692582690263
229,3.7977561375432995
230,3.7936656418086803
231,3.7895376044505915
232,3.785343120322538
233,3.7811887459242173
234,3.7769584221304098
235,3.7728143453105183
236,3.7687219989208147
237,3.764698115922696
238,3.7621002712859406
239,3.7579085031148445
240,3.7538914373516494
241,3.7500525637960878
242,3.7463674559164875
243,3.7427912498021345
244,3.739299526174881
245,3.735992124823016
246,3.732745894908594
247,3.729573103549615
248,3.7265250515425277
249,3.7234983587202195
250,3.720537217166421
251,3.7176107260534024
252,3.7147696556267618
