,0
0,3.9216047385258763
1,3.9122866895903075
2,3.903701944064078
3,3.896033543347584
4,3.8886439470795553
5,3.881634962687819
6,3.8750334701825717
7,3.8689438974062376
8,3.862866946366286
9,3.856932104497833
10,3.851216366597891
11,3.845728840298343
12,3.8405587998854926
13,3.8352669875723397
14,3.830457705270816
15,3.825509551678437
16,3.820757754080195
17,3.8160883324959056
18,3.811330898595846
19,3.8066759008295015
20,3.802033067918621
21,3.797266495085351
22,3.7928352792775444
23,3.7882593337357715
24,3.783675128325949
25,3.77898825593039
26,3.7745079128282923
27,3.770067034969025
28,3.76580534649441
29,3.7614336079418456
30,3.7570743331209075
31,3.7530053126227316
32,3.7489692706913362
33,3.7447316423309536
34,3.7406488600290624
35,3.7367270715407206
36,3.7328688685636884
37,3.7289406725995144
38,3.7249573693636076
39,3.720890344955657
40,3.7170517292190626
41,3.7131080731894865
42,3.7092475471600093
43,3.705518963266715
44,3.701630494319329
45,3.6978040414880193
46,3.693864511194027
47,3.690307557610273
48,3.686626052120371
49,3.6829504803525412
50,3.679133451114672
51,3.675648052237674
52,3.6720358417870584
53,3.6686136429632024
54,3.6651336892576576
55,3.66159044917882
56,3.6581461582581363
57,3.6547502894771884
58,3.6513252126878277
59,3.6476933818635255
60,3.6445010877259336
61,3.641073733635883
62,3.63783094608887
63,3.634458918255798
64,3.6313825589542184
65,3.6280044702651826
66,3.624763652313169
67,3.6214796374228957
68,3.6181786162523917
69,3.61503171531185
70,3.6118014651604913
71,3.608671995979896
72,3.6055949455772764
73,3.6024218591669643
74,3.5993925535387827
75,3.5963672864617457
76,3.5931486666582613
77,3.590233340439285
78,3.5872409013072004
79,3.584188120415867
80,3.58128399372385
81,3.5782954677222825
82,3.575431200335405
83,3.5725652236818384
84,3.569517427193034
85,3.5667335577987282
86,3.554310074837688
87,3.5597364893977494
88,3.558061442065469
89,3.5555613702620192
90,3.552833385837652
91,3.5501908525671126
92,3.5475101101481124
93,3.5450340456456537
94,3.5426433335756893
95,3.540056015248479
96,3.5377067270372
97,3.5352299383359154
98,3.5330368516160564
99,3.530734437671616
100,3.5284495514825482
101,3.526106727844797
102,3.5238298520070868
103,3.5218059784566274
104,3.5196413900169046
105,3.5175455327120715
106,3.515596672145436
107,3.5136417877276394
108,3.5117164147829745
109,3.5096950765251966
110,3.507709840242324
111,3.505902660868451
112,3.504060805222924
113,3.502078492882037
114,3.50013304574757
115,3.4982570769475676
116,3.4962752445548038
117,3.4944942415738662
118,3.4925915412385633
119,3.490744419119557
120,3.4886012300824447
121,3.4868555010500444
122,3.484715049966297
123,3.4826116822072453
124,3.480905420345562
125,3.4789332535097475
126,3.4764826357260823
127,3.4745969441019353
128,3.4725177961603464
129,3.4703032151226294
130,3.4681905113664913
131,3.465988422391716
132,3.4637375836810635
133,3.4613528726018385
134,3.4591383114256393
135,3.4568291015246526
136,3.4543400925277394
137,3.4519287493943214
138,3.4490772626575112
139,3.4465252022391906
140,3.4438362059046006
141,3.440947577693869
142,3.43823876766385
143,3.4353755127785854
144,3.4320984744372893
145,3.428890644900087
146,3.4256130431873326
147,3.422249420697486
148,3.4186395066436686
149,3.414910161780374
150,3.4108592557451343
151,3.4068952442252485
152,3.402616607921825
153,3.397727819249991
154,3.3924605611691883
155,3.387069932383573
156,3.381237173442767
157,3.374693834385867
158,3.3677462161126206
159,3.3599102523572406
160,3.3513023786448226
161,3.341706624436986
162,3.3308453845984305
163,3.318706962256777
164,3.304787371954478
165,3.288957780076272
166,3.270639540218446
167,3.2501804976763764
168,3.2263938117440234
169,3.199465500360551
170,3.1682917016696077
171,3.131890790012017
172,3.089602035525121
173,3.0386547300442333
174,2.975718235872068
175,2.8922146398378485
176,2.778831378229425
177,2.61927716480439
178,2.432475734077717
179,2.23054223870662
180,2.723405688888322
181,2.874821625866561
182,2.937343219537223
183,2.974316736506054
184,3.0003433058698157
185,3.0210263179994135
186,3.0380196563556443
187,3.0521449208838227
188,3.064282711117429
189,3.0745224734985728
190,3.0759887660685967
191,3.0762617344229715
192,3.076367841038912
193,3.0764461885290983
194,3.9354998094329274
195,3.9253304541289644
196,3.9158942683471203
197,3.907676929396168
198,3.8996879215381877
199,3.892446970667741
200,3.8854418482403013
201,3.87891772002027
202,3.8724534306492955
203,3.866348217144309
204,3.8603901787418042
205,3.8546177590218558
206,3.8491026319068196
207,3.843685870251292
208,3.838619938238458
209,3.833435262570572
210,3.8287651730924916
211,3.8237795245162545
212,3.818794200389453
213,3.814056152298837
214,3.809251778011437
215,3.804437375298829
216,3.799567665710702
217,3.7950154401665652
218,3.7904214972548385
219,3.7856826595326734
220,3.7810513021489536
221,3.7766227019108394
222,3.771922744075327
223,3.7675213143806388
224,3.7632030173278324
225,3.7588799853783743
226,3.754606494216619
227,3.7508155471299354
228,3.7467391707193243
229,3.7426132947942383
230,3.7385947293462274
231,3.7346599017014612
232,3.7305732320853724
233,3.726875633731108
234,3.7228826083052926
235,3.718997198139125
236,3.7153012826185816
237,3.7112596829174382
